,id,title,popularity,vote_count,vote_average,original_language,release_date
154,611114.0,I Met a Girl,7.743000000000000,0,0.0,en,2020-11-26
155,661566.0,Numbers,10.805,0,0.0,uk,2020-11-19
156,760510.0,추억의 검정고무신,10.804,0,0.0,ko,2020-11-19
157,530368.0,Spirál,10.769,0,0.0,hu,2020-11-19
158,757910.0,Malou's Christmas,10.748,0,0.0,da,2020-11-19
159,747604.0,The Carthusian Cloistered Monastery,10.7,0,0.0,ko,2020-11-19
161,630004.0,Way Down,8.962,0,0.0,en,2020-11-26
162,762658.0,Caravage & Moi,10.543,0,0.0,fr,2020-11-18
163,757554.0,Intruders,10.486000000000000,0,0.0,ru,2020-11-19
164,739267.0,Classmates Minus,9.922,0,0.0,zh,2020-11-20
165,718118.0,Bhotbhoti,10.352,0,0.0,bn,2020-11-19
166,759130.0,Glitter Land,7.359,0,0.0,en,2020-11-22
167,713946.0,Stand Up,9.148,0,0.0,fi,2020-11-20
168,760726.0,Wintersong,9.149,0,0.0,es,2020-11-20
170,760556.0,Lost at Christmas,9.948,0,0.0,en,2020-12-04
171,498402.0,The Power of Love (Famous),5.632000000000000,0,0.0,fr,2020-11-11
172,575072.0,Run,9.747,0,0.0,ru,2020-11-19
173,625658.0,Fan Girl,8.07,0,0.0,tl,2020-11-20
175,570871.0,Final Voyage,8.181000000000000,0,0.0,de,2020-12-03
176,730596.0,Benevolence,9.468,0,0.0,en,2020-11-20
177,540023.0,Wander Darkly,9.446,0,0.0,en,2020-12-11
181,754899.0,Babi,9.149,0,0.0,zh,2020-11-20
182,761514.0,Anatomía de un Dandy,8.528000000000000,0,0.0,es,2020-11-20
183,631884.0,Happy Suicide,7.735,0,0.0,en,2020-12-11
184,663870.0,Riders of Justice,8.917,0,0.0,da,2020-11-19
188,733513.0,Oslo Copenhagen,7.7380000000000000,0,0.0,no,2020-11-20
191,653708.0,Herself,7.474,0,0.0,en,2020-11-26
193,651589.0,Hasta el cielo,8.009,0,0.0,es,2020-11-27
194,750484.0,Bo Bear Celebrates Christmas,8.289,0,0.0,no,2020-11-20
196,751163.0,Magnezja,8.035,0,0.0,pl,2020-11-20
199,761317.0,Caminhos Encobertos,7.67,0,0.0,pt,2020-11-20
200,743417.0,Breakout Brothers,7.623000000000000,0,0.0,en,2020-12-03
201,696177.0,La Femme Anjola,5.643,0,0.0,en,2020-12-01
202,547565.0,The Night House,6.4240000000000000,0,0.0,en,2020-10-01
204,637202.0,Fate/Grand Order The Movie Divine Realm of the Round Table: Camelot - Wandering: Agateram,5.298000000000000,0,0.0,ja,2020-12-05
205,667935.0,There Is No Evil,3.177,0,0.0,fa,2020-12-03
206,762311.0,Sisters,6.02,0,0.0,en,2020-11-22
207,605680.0,Collectors,5.414,0,0.0,ko,2020-11-04
209,718084.0,The Last Hillbilly,4.961,0,0.0,en,2020-12-02
211,763180.0,Esquirlas,4.562,0,0.0,en,2020-11-23
212,633515.0,The Forgotten Battle,5.457000000000000,0,0.0,nl,2020-11-26
214,583293.0,Complete Strangers,6.26,0,0.0,en,2020-12-01
215,741032.0,Danyka,6.292000000000000,0,0.0,en,2020-11-26
216,653756.0,The Mole Agent,4.199,0,0.0,es,2020-12-11
218,745589.0,Villa caprice,4.251,0,0.0,fr,2020-11-25
